ID;skenario;alt;Choice;Caratanam;Label;price
90;4;2;0;hydroponic;organic;100
90;5;1;0;traditional;organic;300
90;5;2;1;traditional;organic;200
90;6;1;0;traditional;nonorganic;300
90;6;2;1;hydroponic;organic;200
90;7;1;0;traditional;nonorganic;200
90;7;2;1;traditional;nonorganic;300
90;8;1;0;traditional;organic;100
90;8;2;1;traditional;nonorganic;400
91;1;1;0;traditional;organic;200
91;1;2;1;traditional;nonorganic;300
91;2;1;1;traditional;nonorganic;400
91;2;2;0;hydroponic;organic;100
91;3;1;0;traditional;organic;100
91;3;2;1;hydroponic;nonorganic;400
91;4;1;0;hydroponic;nonorganic;400
91;4;2;1;traditional;organic;100
91;5;1;1;hydroponic;organic;300
91;5;2;0;hydroponic;organic;200
91;6;1;0;hydroponic;nonorganic;300
91;6;2;1;traditional;organic;200
91;7;1;1;traditional;nonorganic;200
91;7;2;0;traditional;nonorganic;300
91;8;1;0;hydroponic;nonorganic;100
91;8;2;1;hydroponic;organic;400
92;1;1;1;traditional;nonorganic;200
92;1;2;0;hydroponic;organic;300
92;2;1;0;hydroponic;nonorganic;400
92;2;2;1;traditional;nonorganic;100
92;3;1;1;traditional;nonorganic;100
92;3;2;0;traditional;organic;400
92;4;1;1;hydroponic;organic;400
92;4;2;0;traditional;organic;100
92;5;1;0;hydroponic;organic;300
92;5;2;1;hydroponic;organic;200
92;6;1;1;hydroponic;nonorganic;300
92;6;2;0;hydroponic;nonorganic;200
92;7;1;0;traditional;organic;200
92;7;2;1;traditional;nonorganic;300
92;8;1;0;traditional;nonorganic;100
92;8;2;1;hydroponic;organic;400
93;1;1;0;hydroponic;nonorganic;200
93;1;2;1;traditional;nonorganic;300
93;2;1;1;hydroponic;organic;400
93;2;2;0;traditional;nonorganic;100
93;3;1;0;hydroponic;nonorganic;100
93;3;2;1;hydroponic;nonorganic;400
93;4;1;1;hydroponic;organic;400
93;4;2;0;traditional;organic;100
93;5;1;0;traditional;nonorganic;300
93;5;2;1;hydroponic;nonorganic;200
93;6;1;0;traditional;organic;300
93;6;2;1;hydroponic;nonorganic;200
93;7;1;0;hydroponic;organic;200
93;7;2;1;hydroponic;organic;300
93;8;1;0;traditional;organic;100
93;8;2;1;traditional;organic;400
94;1;1;0;traditional;nonorganic;200
94;1;2;1;hydroponic;organic;300
94;2;1;0;hydroponic;nonorganic;400
94;2;2;1;hydroponic;nonorganic;100
94;3;1;1;hydroponic;nonorganic;100
94;3;2;0;hydroponic;nonorganic;400
94;4;1;1;traditional;organic;400
94;4;2;0;traditional;nonorganic;100
94;5;1;1;hydroponic;organic;300
94;5;2;0;traditional;nonorganic;200
94;6;1;1;hydroponic;organic;300
94;6;2;0;hydroponic;organic;200
94;7;1;0;hydroponic;organic;200
94;7;2;1;hydroponic;nonorganic;300
94;8;1;1;hydroponic;nonorganic;100
94;8;2;0;traditional;nonorganic;400
95;1;1;1;hydroponic;organic;200
95;1;2;0;traditional;organic;300
95;2;1;0;traditional;nonorganic;400
95;2;2;1;hydroponic;nonorganic;100
95;3;1;0;hydroponic;organic;100
95;3;2;1;hydroponic;nonorganic;400
95;4;1;0;traditional;organic;400
95;4;2;1;hydroponic;organic;100
95;5;1;0;traditional;organic;300
95;5;2;1;traditional;organic;200
95;6;1;0;traditional;nonorganic;300
95;6;2;1;hydroponic;organic;200
95;7;1;1;hydroponic;nonorganic;200
95;7;2;0;hydroponic;organic;300
95;8;1;1;traditional;nonorganic;100
95;8;2;0;traditional;nonorganic;400
96;1;1;0;traditional;nonorganic;200
96;1;2;1;hydroponic;organic;300
96;2;1;0;hydroponic;nonorganic;400
96;2;2;1;hydroponic;nonorganic;100
96;3;1;0;hydroponic;organic;100
96;3;2;1;traditional;organic;400
96;4;1;1;hydroponic;nonorganic;400
96;4;2;0;hydroponic;nonorganic;100
96;5;1;0;traditional;nonorganic;300
96;5;2;1;hydroponic;nonorganic;200
96;6;1;1;traditional;organic;300
96;6;2;0;hydroponic;organic;200
96;7;1;0;traditional;nonorganic;200
96;7;2;1;hydroponic;nonorganic;300
96;8;1;0;hydroponic;organic;100
96;8;2;1;hydroponic;nonorganic;400
97;1;1;1;hydroponic;organic;200
97;1;2;0;traditional;organic;300
97;2;1;0;traditional;organic;400
97;2;2;1;traditional;organic;100
97;3;1;0;traditional;organic;100
97;3;2;1;traditional;nonorganic;400
97;4;1;0;traditional;nonorganic;400
97;4;2;1;traditional;nonorganic;100
97;5;1;0;traditional;organic;300
97;5;2;1;hydroponic;organic;200
97;6;1;1;traditional;organic;300
97;6;2;0;traditional;nonorganic;200
97;7;1;1;traditional;nonorganic;200
97;7;2;0;traditional;nonorganic;300
97;8;1;0;hydroponic;nonorganic;100
97;8;2;1;hydroponic;organic;400
98;1;1;0;hydroponic;nonorganic;200
98;1;2;1;hydroponic;organic;300
98;2;1;1;hydroponic;organic;400
98;2;2;0;traditional;nonorganic;100
98;3;1;0;traditional;nonorganic;100
98;3;2;1;hydroponic;organic;400
98;4;1;0;hydroponic;organic;400
98;4;2;1;hydroponic;organic;100
98;5;1;0;traditional;organic;300
98;5;2;1;hydroponic;organic;200
98;6;1;0;traditional;nonorganic;300
98;6;2;1;hydroponic;organic;200
98;7;1;1;traditional;nonorganic;200
98;7;2;0;hydroponic;nonorganic;300
98;8;1;1;hydroponic;organic;100
98;8;2;0;traditional;organic;400
99;1;1;0;hydroponic;organic;200
99;1;2;1;hydroponic;nonorganic;300
99;2;1;1;hydroponic;nonorganic;400
99;2;2;0;traditional;organic;100
99;3;1;0;traditional;organic;100
99;3;2;1;hydroponic;organic;400
99;4;1;0;hydroponic;organic;400
99;4;2;1;hydroponic;organic;100
99;5;1;1;traditional;organic;300
99;5;2;0;traditional;organic;200
99;6;1;0;traditional;nonorganic;300
99;6;2;1;hydroponic;nonorganic;200
99;7;1;1;hydroponic;nonorganic;200
99;7;2;0;traditional;nonorganic;300
99;8;1;0;hydroponic;organic;100
99;8;2;1;traditional;organic;400
100;1;1;1;hydroponic;organic;200
100;1;2;0;hydroponic;nonorganic;300
100;2;1;0;hydroponic;nonorganic;400
100;2;2;1;hydroponic;nonorganic;100
100;3;1;0;traditional;organic;100
100;3;2;1;traditional;nonorganic;400
100;4;1;1;hydroponic;nonorganic;400
100;4;2;0;traditional;organic;100
100;5;1;1;hydroponic;organic;300
100;5;2;0;hydroponic;nonorganic;200
100;6;1;0;traditional;organic;300
100;6;2;1;traditional;organic;200
100;7;1;0;traditional;organic;200
100;7;2;1;traditional;organic;300
100;8;1;0;hydroponic;nonorganic;100
100;8;2;1;hydroponic;organic;400
